title,genres,rating,rating counts
"Thirteenth Floor, The (1999)",Thriller,3.19,391
Armageddon (1998),Thriller,3.19,1110
Extremities (1986),Thriller,3.2,69
"Saint, The (1997)",Thriller,3.2,563
Double Jeopardy (1999),Thriller,3.2,786
Mission: Impossible 2 (2000),Thriller,3.2,1313
Unforgettable (1996),Thriller,3.21,33
Quatermass II (1957),Thriller,3.21,38
Family Plot (1976),Thriller,3.22,83
American Psycho (2000),Thriller,3.22,630
Just Cause (1995),Thriller,3.23,114
In Too Deep (1999),Thriller,3.24,46
Butterfly Kiss (1995),Thriller,3.25,4
City of Industry (1997),Thriller,3.25,48
"River Wild, The (1994)",Thriller,3.25,350
Flatliners (1990),Thriller,3.25,413
Dead Men Don't Wear Plaid (1982),Thriller,3.26,367
eXistenZ (1999),Thriller,3.26,410
Pacific Heights (1990),Thriller,3.26,447
"Cell, The (2000)",Thriller,3.26,658
"Pelican Brief, The (1993)",Thriller,3.27,346
Final Destination (2000),Thriller,3.27,459
Outbreak (1995),Thriller,3.27,733
Con Air (1997),Thriller,3.27,954
Smilla's Sense of Snow (1997),Thriller,3.28,265
Dead Ringers (1988),Thriller,3.29,189
Young and Innocent (1937),Thriller,3.3,10
52 Pick-Up (1986),Thriller,3.3,140
"Stepford Wives, The (1975)",Thriller,3.31,300
"Way of the Gun, The (2000)",Thriller,3.32,179
Malice (1993),Thriller,3.32,185
"Mummy, The (1999)",Thriller,3.32,1007
Junk Mail (1997),Thriller,3.33,3
Torn Curtain (1966),Thriller,3.33,58
What Lies Beneath (2000),Thriller,3.33,463
Four Rooms (1995),Thriller,3.34,157
Kiss the Girls (1997),Thriller,3.34,395
Copycat (1995),Thriller,3.35,378
Executive Decision (1996),Thriller,3.35,416
Rules of Engagement (2000),Thriller,3.35,420
"Perfect Storm, The (2000)",Thriller,3.35,1013
Caught (1996),Thriller,3.36,28
Village of the Damned (1960),Thriller,3.36,219
Absolute Power (1997),Thriller,3.36,380
Homegrown (1998),Thriller,3.37,104
Romeo Is Bleeding (1993),Thriller,3.37,117
"Perfect Murder, A (1998)",Thriller,3.37,401
"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",Thriller,3.38,13
Coma (1978),Thriller,3.38,144
"Transformers: The Movie, The (1986)",Thriller,3.38,231
Kalifornia (1993),Thriller,3.38,294
"Bone Collector, The (1999)",Thriller,3.38,640
So I Married an Axe Murderer (1993),Thriller,3.38,682
"World Is Not Enough, The (1999)",Thriller,3.38,862
Felicia's Journey (1999),Thriller,3.39,82
Fallen (1998),Thriller,3.39,388
"Client, The (1994)",Thriller,3.39,515
Murder! (1930),Thriller,3.4,10
Cutter's Way (1981),Thriller,3.4,43
Angel Heart (1987),Thriller,3.4,448
Face/Off (1997),Thriller,3.4,1421
Suture (1993),Thriller,3.41,32
Conspiracy Theory (1997),Thriller,3.41,811
Runaway Train (1985),Thriller,3.42,201
Breakdown (1997),Thriller,3.42,354
Westworld (1973),Thriller,3.42,636
Betrayed (1988),Thriller,3.43,86
Them! (1954),Thriller,3.44,280
"Devil's Advocate, The (1997)",Thriller,3.44,826
Tomorrow Never Dies (1997),Thriller,3.44,862
Dolores Claiborne (1994),Thriller,3.45,349
Wild Things (1998),Thriller,3.45,626
"Crow, The (1994)",Thriller,3.45,734
Desperado (1995),Thriller,3.46,540
Escape from New York (1981),Thriller,3.46,884
B. Monkey (1998),Thriller,3.47,19
Get Carter (1971),Thriller,3.47,55
"Postman Always Rings Twice, The (1981)",Thriller,3.47,155
"House of Yes, The (1997)",Thriller,3.47,194
Cube (1997),Thriller,3.47,233
Dreamscape (1984),Thriller,3.47,338
He Walked by Night (1948),Thriller,3.48,29
Mute Witness (1994),Thriller,3.48,29
Faust (1994),Thriller,3.48,31
Deterrence (1998),Thriller,3.48,48
Carnival of Souls (1962),Thriller,3.48,107
"Long Kiss Goodnight, The (1996)",Thriller,3.48,434
Ransom (1996),Thriller,3.48,564
"Underneath, The (1995)",Thriller,3.49,41
"Bedroom Window, The (1987)",Thriller,3.49,57
"X-Files: Fight the Future, The (1998)",Thriller,3.49,996
Niagara (1953),Thriller,3.5,52
Death and the Maiden (1994),Thriller,3.5,108
"Haunting, The (1963)",Thriller,3.5,183
Nurse Betty (2000),Thriller,3.5,559
Arlington Road (1999),Thriller,3.5,634
Ghost (1990),Thriller,3.5,1124
"Talented Mr. Ripley, The (1999)",Thriller,3.5,1331
Supercop (1992),Thriller,3.51,273
Payback (1999),Thriller,3.51,773
"Lodger, The (1926)",Thriller,3.52,21
Soylent Green (1973),Thriller,3.52,422
Secret Agent (1936),Thriller,3.53,19
Killing Zoe (1994),Thriller,3.53,176
Ronin (1998),Thriller,3.53,806
Basic Instinct (1992),Thriller,3.54,751
GoldenEye (1995),Thriller,3.54,888
U-571 (2000),Thriller,3.54,908
Die Hard 2 (1990),Thriller,3.54,1135
"Firm, The (1993)",Thriller,3.55,824
Die Hard: With a Vengeance (1995),Thriller,3.56,825
Assault on Precinct 13 (1976),Thriller,3.57,98
Marnie (1964),Thriller,3.57,118
Murder in the First (1995),Thriller,3.57,212
Devil in a Blue Dress (1995),Thriller,3.57,379
Rush Hour (1998),Thriller,3.57,627
F/X (1986),Thriller,3.57,701
Speed (1994),Thriller,3.57,1650
Stage Fright (1950),Thriller,3.58,26
"Wrong Man, The (1956)",Thriller,3.58,98
Jacob's Ladder (1990),Thriller,3.58,667
Scream (1996),Thriller,3.58,886
I Confess (1953),Thriller,3.59,17
"Assignment, The (1997)",Thriller,3.59,49
Air Force One (1997),Thriller,3.59,1076
"Last Supper, The (1995)",Thriller,3.6,121
"Trouble with Harry, The (1955)",Thriller,3.6,147
"Thomas Crown Affair, The (1968)",Thriller,3.6,280
Mona Lisa (1986),Thriller,3.61,167
"Negotiator, The (1998)",Thriller,3.61,799
Killer (Bulletproof Heart) (1994),Thriller,3.62,13
"Edge, The (1997)",Thriller,3.62,227
Stir of Echoes (1999),Thriller,3.63,487
Jagged Edge (1985),Thriller,3.64,244
"Thomas Crown Affair, The (1999)",Thriller,3.64,1089
Predator (1987),Thriller,3.65,1297
Frenzy (1972),Thriller,3.66,95
"Boys from Brazil, The (1978)",Thriller,3.66,204
Oxygen (1999),Thriller,3.67,6
"Odessa File, The (1974)",Thriller,3.67,78
Lord of the Flies (1963),Thriller,3.67,353
Cape Fear (1991),Thriller,3.67,687
Fatal Attraction (1987),Thriller,3.67,802
Dead Calm (1989),Thriller,3.68,497
Poltergeist (1982),Thriller,3.68,795
"Abyss, The (1989)",Thriller,3.68,1715
Total Recall (1990),Thriller,3.68,1996
"Mariachi, El (1992)",Thriller,3.69,483
Enemy of the State (1998),Thriller,3.69,988
Sabotage (1936),Thriller,3.7,54
"Dead Zone, The (1983)",Thriller,3.7,363
...And Justice for All (1979),Thriller,3.71,199
Gattaca (1997),Thriller,3.71,1077
Purple Noon (1960),Thriller,3.72,25
"Phantom of the Opera, The (1943)",Thriller,3.72,112
What Ever Happened to Baby Jane? (1962),Thriller,3.72,223
Crimson Tide (1995),Thriller,3.72,760
"Rock, The (1996)",Thriller,3.72,1340
Last Night (1998),Thriller,3.73,51
Clear and Present Danger (1994),Thriller,3.73,1059
"Big Lebowski, The (1998)",Thriller,3.74,1097
Safe (1995),Thriller,3.75,100
"Bad Seed, The (1956)",Thriller,3.75,127
"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",Thriller,3.75,186
Zero Effect (1998),Thriller,3.75,301
"Simple Plan, A (1998)",Thriller,3.75,745
Patriot Games (1992),Thriller,3.75,1052
"Wings of the Dove, The (1997)",Thriller,3.76,218
Frequency (2000),Thriller,3.76,821
Foreign Correspondent (1940),Thriller,3.78,93
"Contender, The (2000)",Thriller,3.78,388
Amateur (1994),Thriller,3.79,47
Pi (1998),Thriller,3.79,613
Casino (1995),Thriller,3.79,682
"Thing, The (1982)",Thriller,3.79,741
Born American (1986),Thriller,3.8,5
I Can't Sleep (J'ai pas sommeil) (1994),Thriller,3.8,5
Saboteur (1942),Thriller,3.82,89
Bound (1996),Thriller,3.82,572
Rosemary's Baby (1968),Thriller,3.82,712
Dark City (1998),Thriller,3.82,874
In the Line of Fire (1993),Thriller,3.83,972
"Man Who Knew Too Much, The (1934)",Thriller,3.84,128
Peeping Tom (1960),Thriller,3.86,85
Once Upon a Time in America (1984),Thriller,3.86,241
Red Rock West (1992),Thriller,3.86,258
Dead Again (1991),Thriller,3.86,583
No Way Out (1987),Thriller,3.87,355
Heavenly Creatures (1994),Thriller,3.87,477
Insomnia (1997),Thriller,3.88,49
Heat (1995),Thriller,3.88,940
Shallow Grave (1994),Thriller,3.89,273
Rope (1948),Thriller,3.9,191
Primal Fear (1996),Thriller,3.9,485
"Lock, Stock & Two Smoking Barrels (1998)",Thriller,3.9,625
Spellbound (1945),Thriller,3.91,206
"Game, The (1997)",Thriller,3.91,882
Cape Fear (1962),Thriller,3.92,361
"Murder, My Sweet (1944)",Thriller,3.93,110
"Man Who Knew Too Much, The (1956)",Thriller,3.93,179
Marathon Man (1976),Thriller,3.93,400
Akira (1988),Thriller,3.93,452
Lifeboat (1944),Thriller,3.94,213
"Spanish Prisoner, The (1997)",Thriller,3.94,493
Deliverance (1972),Thriller,3.94,729
One False Move (1991),Thriller,3.96,148
Repulsion (1965),Thriller,3.99,69
"Ipcress File, The (1965)",Thriller,3.99,81
Condition Red (1995),Thriller,4.0,1
Outside Ozona (1998),Thriller,4.0,1
"Innocents, The (1961)",Thriller,4.0,23
Witness (1985),Thriller,4.0,1046
Suspicion (1941),Thriller,4.01,167
Nikita (La Femme Nikita) (1990),Thriller,4.01,733
Body Heat (1981),Thriller,4.03,504
Three Days of the Condor (1975),Thriller,4.04,319
"Spiral Staircase, The (1946)",Thriller,4.05,43
Diva (1981),Thriller,4.05,257
"Hunt for Red October, The (1990)",Thriller,4.05,1652
Terminator 2: Judgment Day (1991),Thriller,4.06,2649
2001: A Space Odyssey (1968),Thriller,4.07,1716
"39 Steps, The (1935)",Thriller,4.08,253
Dial M for Murder (1954),Thriller,4.08,379
Key Largo (1948),Thriller,4.08,461
Gaslight (1944),Thriller,4.1,187
To Catch a Thief (1955),Thriller,4.1,443
"French Connection, The (1971)",Thriller,4.1,861
"Fugitive, The (1993)",Thriller,4.1,1995
"Professional, The (a.k.a. Leon: The Professional) (1994)",Thriller,4.11,923
Seven (Se7en) (1995),Thriller,4.11,1137
Die Hard (1988),Thriller,4.12,1666
Aliens (1986),Thriller,4.13,1820
Reservoir Dogs (1992),Thriller,4.14,1259
"Green Mile, The (1999)",Thriller,4.15,1222
"Terminator, The (1984)",Thriller,4.15,2098
Alien (1979),Thriller,4.16,2024
Arsenic and Old Lace (1944),Thriller,4.17,672
Charade (1963),Thriller,4.18,306
Taxi Driver (1976),Thriller,4.18,1240
"Lady Vanishes, The (1938)",Thriller,4.19,199
"Killer, The (Die xue shuang xiong) (1989)",Thriller,4.2,244
Rebecca (1940),Thriller,4.2,386
Sling Blade (1996),Thriller,4.21,1177
Touch of Evil (1958),Thriller,4.22,514
Psycho (1960),Thriller,4.22,1263
L.A. Confidential (1997),Thriller,4.22,2288
Seven Days in May (1964),Thriller,4.25,165
Some Folks Call It a Sling Blade (1993),Thriller,4.25,306
Fargo (1996),Thriller,4.25,2513
Shadow of a Doubt (1943),Thriller,4.27,233
Vertigo (1958),Thriller,4.27,905
Notorious (1946),Thriller,4.29,445
M (1931),Thriller,4.3,308
Strangers on a Train (1951),Thriller,4.3,482
"Matrix, The (1999)",Thriller,4.32,2590
"Manchurian Candidate, The (1962)",Thriller,4.33,765
Chinatown (1974),Thriller,4.34,1185
"Silence of the Lambs, The (1991)",Thriller,4.35,2578
North by Northwest (1959),Thriller,4.38,1315
"Sixth Sense, The (1999)",Thriller,4.41,2459
"Third Man, The (1949)",Thriller,4.45,480
Rear Window (1954),Thriller,4.48,1050
"Close Shave, A (1995)",Thriller,4.52,657
"Usual Suspects, The (1995)",Thriller,4.52,1783
Time Tracers (1995),Action,1.29,7
Turbo: A Power Rangers Movie (1997),Action,1.32,44
3 Ninjas: High Noon On Mega Mountain (1998),Action,1.36,47
Adrenalin: Fear the Rush (1996),Action,1.55,11
Iron Eagle IV (1995),Action,1.6,58
Mighty Morphin Power Rangers: The Movie (1995),Action,1.61,93
Battlefield Earth (2000),Action,1.61,342
Steel (1997),Action,1.64,67
Aces: Iron Eagle III (1992),Action,1.64,125
Best of the Best 3: No Turning Back (1995),Action,1.65,17
King Kong Lives (1986),Action,1.69,58
Blood Beach (1981),Action,1.71,21
Universal Soldier: The Return (1999),Action,1.76,91
Stop! Or My Mom Will Shoot (1992),Action,1.78,179
Jaws 3-D (1983),Action,1.85,210
Street Fighter (1994),Action,1.86,105
Iron Eagle II (1988),Action,1.86,148
Super Mario Bros. (1993),Action,1.87,350
Speed 2: Cruise Control (1997),Action,1.87,367
Superman IV: The Quest for Peace (1987),Action,1.89,332
Rent-A-Cop (1988),Action,1.91,35
"Crow: Salvation, The (2000)",Action,1.92,13
Teenage Mutant Ninja Turtles III (1993),Action,1.92,188
Chopping Mall (a.k.a. Killbots) (1986),Action,1.93,44
"Next Karate Kid, The (1994)",Action,1.94,155
Detroit 9000 (1973),Action,2.0,1
Tough and Deadly (1995),Action,2.0,2
American Strays (1996),Action,2.0,4
Power 98 (1995),Action,2.0,6
Shopping (1994),Action,2.0,6
"Avengers, The (1998)",Action,2.0,288
Supergirl (1984),Action,2.02,182
"Omega Code, The (1999)",Action,2.03,72
Barb Wire (1996),Action,2.03,300
Bloodsport 2 (1995),Action,2.04,47
Allan Quartermain and the Lost City of Gold (1987),Action,2.05,137
Double Team (1997),Action,2.08,48
Warriors of Virtue (1997),Action,2.09,44
Missing in Action 2: The Beginning (1985),Action,2.09,104
Fair Game (1995),Action,2.1,96
Rocky V (1990),Action,2.1,274
Solo (1996),Action,2.11,106
"Mod Squad, The (1999)",Action,2.11,214
Highlander III: The Sorcerer (1994),Action,2.12,203
"Karate Kid III, The (1989)",Action,2.12,286
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action,2.13,251
Death Wish 4: The Crackdown (1987),Action,2.15,48
Braddock: Missing in Action III (1988),Action,2.16,81
Wild Wild West (1999),Action,2.16,902
Inspector Gadget (1999),Action,2.17,373
Mortal Kombat: Annihilation (1997),Action,2.18,134
Anaconda (1997),Action,2.2,399
"Crow: City of Angels, The (1996)",Action,2.21,135
Wing Commander (1999),Action,2.23,175
Alligator (1980),Action,2.24,153
Congo (1995),Action,2.24,565
Action Jackson (1988),Action,2.25,185
Death Wish V: The Face of Death (1994),Action,2.26,38
Death Wish 3 (1985),Action,2.26,72
Get Carter (2000),Action,2.26,100
Batman & Robin (1997),Action,2.26,606
Operation Dumbo Drop (1995),Action,2.28,213
Band of the Hand (1986),Action,2.31,39
"Quest, The (1996)",Action,2.31,42
Black Dog (1998),Action,2.31,51
Judge Dredd (1995),Action,2.31,564
Godzilla (1998),Action,2.32,499
Kull the Conqueror (1997),Action,2.34,109
Rambo III (1988),Action,2.34,301
Superman III (1983),Action,2.34,511
Fatal Beauty (1987),Action,2.37,67
Robocop 2 (1990),Action,2.38,493
In God's Hands (1998),Action,2.4,5
Stag (1997),Action,2.4,5
Highlander: Endgame (2000),Action,2.41,135
Tarzan and the Lost City (1998),Action,2.42,38
Freejack (1992),Action,2.42,304
"Blood, Guts, Bullets and Octane (1998)",Action,2.43,7
Blues Brothers 2000 (1998),Action,2.43,230
Knock Off (1998),Action,2.44,27
Cutthroat Island (1995),Action,2.46,146
Hellraiser: Bloodline (1996),Action,2.47,216
Red Sonja (1985),Action,2.48,189
Tokyo Fist (1995),Action,2.5,2
"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action,2.5,4
New Rose Hotel (1998),Action,2.5,12
I Love Trouble (1994),Action,2.5,127
Beverly Hills Cop III (1994),Action,2.51,352
Universal Soldier (1992),Action,2.51,375
Last Action Hero (1993),Action,2.51,500
Escape from L.A. (1996),Action,2.51,511
Fire Down Below (1997),Action,2.52,81
Event Horizon (1997),Action,2.52,498
Avalanche (1978),Action,2.53,17
Chill Factor (1999),Action,2.54,56
Money Train (1995),Action,2.54,160
Missing in Action (1984),Action,2.54,191
Wrongfully Accused (1998),Action,2.55,123
Terminal Velocity (1994),Action,2.55,137
Beverly Hills Ninja (1997),Action,2.55,232
Toys (1992),Action,2.56,440
Maximum Risk (1996),Action,2.57,54
Fled (1996),Action,2.57,105
Bird on a Wire (1990),Action,2.58,380
Johnny Mnemonic (1995),Action,2.58,458
Lost in Space (1998),Action,2.58,667
Shaft in Africa (1973),Action,2.59,29
Iron Eagle (1986),Action,2.59,271
Jaws 2 (1978),Action,2.59,370
Tank Girl (1995),Action,2.61,358
Boiling Point (1993),Action,2.62,61
"Cowboy Way, The (1994)",Action,2.62,152
Spawn (1997),Action,2.62,475
One Tough Cop (1998),Action,2.63,38
"Truth or Consequences, N.M. (1997)",Action,2.63,57
End of Days (1999),Action,2.63,564
Waterworld (1995),Action,2.63,651
"Good Man in Africa, A (1994)",Action,2.64,28
Striking Distance (1993),Action,2.64,129
F/X 2 (1992),Action,2.64,245
Batman Forever (1995),Action,2.64,777
"Substitute, The (1996)",Action,2.65,141
"Specialist, The (1994)",Action,2.65,153
Chain Reaction (1996),Action,2.65,237
Rocky IV (1985),Action,2.65,375
"Glimmer Man, The (1996)",Action,2.66,101
Sudden Death (1995),Action,2.66,102
Hard Rain (1998),Action,2.66,206
"Lawnmower Man, The (1992)",Action,2.66,615
"Player's Club, The (1998)",Action,2.67,33
Death Wish II (1982),Action,2.67,85
Drop Zone (1994),Action,2.67,129
Condorman (1981),Action,2.67,145
Firestorm (1998),Action,2.68,77
"Karate Kid, Part II, The (1986)",Action,2.68,477
Teenage Mutant Ninja Turtles (1990),Action,2.68,534
Dick Tracy (1990),Action,2.68,624
Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action,2.69,143
"Pagemaster, The (1994)",Action,2.7,135
Let's Get Harry (1986),Action,2.71,38
Daylight (1996),Action,2.71,204
Shaft's Big Score! (1972),Action,2.73,44
Bait (2000),Action,2.73,45
"Shadow, The (1994)",Action,2.73,203
Deep Rising (1998),Action,2.74,227
Money Talks (1997),Action,2.75,65
"Low Down Dirty Shame, A (1994)",Action,2.75,102
Air America (1990),Action,2.75,306
Snake Eyes (1998),Action,2.75,495
Star Trek V: The Final Frontier (1989),Action,2.75,613
Loaded Weapon 1 (1993),Action,2.76,264
King Kong (1976),Action,2.76,309
Metro (1997),Action,2.77,100
Breathless (1983),Action,2.77,129
King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action,2.77,136
Reindeer Games (2000),Action,2.77,289
Jumpin' Jack Flash (1986),Action,2.77,374
Mad City (1997),Action,2.78,113
Godzilla (Gojira) (1984),Action,2.78,121
Marked for Death (1990),Action,2.78,127
"Art of War, The (2000)",Action,2.78,144
Hard Target (1993),Action,2.78,216
Knightriders (1981),Action,2.79,34
Mortal Kombat (1995),Action,2.79,311
In the Line of Duty 2 (1987),Action,2.8,5
Wisdom (1986),Action,2.8,49
Judgment Night (1993),Action,2.8,133
Hot Shots! Part Deux (1993),Action,2.8,573
Days of Thunder (1990),Action,2.81,420
Best Men (1997),Action,2.82,40
Dante's Peak (1997),Action,2.82,321
"Getaway, The (1994)",Action,2.83,143
Battle for the Planet of the Apes (1973),Action,2.83,312
Rambo: First Blood Part II (1985),Action,2.83,401
Conquest of the Planet of the Apes (1972),Action,2.84,358
Earthquake (1974),Action,2.85,119
Police Story 4: Project S (Chao ji ji hua) (1993),Action,2.86,21
"Devil's Own, The (1997)",Action,2.86,288
"Bodyguard, The (1992)",Action,2.86,626
Dead Presidents (1995),Action,2.87,221
Deep Blue Sea (1999),Action,2.87,598
Predator 2 (1990),Action,2.87,643
Plunkett & MaCleane (1999),Action,2.88,42
Surviving the Game (1994),Action,2.88,124
Rocky III (1982),Action,2.88,401
Broken Arrow (1996),Action,2.88,638
Timecop (1994),Action,2.89,436
"Shooter, The (1995)",Action,2.9,10
Bad Company (1995),Action,2.9,40
"Golden Child, The (1986)",Action,2.9,459
Mars Attacks! (1996),Action,2.9,1074
Assassination (1987),Action,2.91,23
Last Man Standing (1996),Action,2.91,256
Young Guns II (1990),Action,2.91,369
Under Siege 2: Dark Territory (1995),Action,2.92,203
Soldier (1998),Action,2.93,290
Bulletproof (1996),Action,2.94,104
First Knight (1995),Action,2.95,362
Beneath the Planet of the Apes (1970),Action,2.95,365
No Escape (1994),Action,2.96,178
Alien: Resurrection (1997),Action,2.96,779
Gone in 60 Seconds (2000),Action,2.97,584
"Quick and the Dead, The (1995)",Action,2.98,418
Batman Returns (1992),Action,2.98,1031
Demolition Man (1993),Action,2.99,640
Nemesis 2: Nebula (1995),Action,3.0,1
Johnny 100 Pesos (1993),Action,3.0,2
Master Ninja I (1984),Action,3.0,2
Mirage (1995),Action,3.0,2
Montana (1998),Action,3.0,5
Mercury Rising (1998),Action,3.0,264
Arachnophobia (1990),Action,3.0,1367
Set It Off (1996),Action,3.01,93
Mystery Men (1999),Action,3.01,853
No Mercy (1986),Action,3.02,61
"Towering Inferno, The (1974)",Action,3.02,266
"Corruptor, The (1999)",Action,3.03,156
"Man in the Iron Mask, The (1998)",Action,3.04,391
Escape from the Planet of the Apes (1971),Action,3.04,463
Alien³ (1992),Action,3.04,925
"Lost World: Jurassic Park, The (1997)",Action,3.04,1255
G.I. Jane (1997),Action,3.05,557
Nick of Time (1995),Action,3.07,229
Black Mask (Hak hap) (1996),Action,3.08,66
U Turn (1997),Action,3.08,250
"Jackal, The (1997)",Action,3.08,337
Cliffhanger (1993),Action,3.08,686
"Big Hit, The (1998)",Action,3.09,189
Tequila Sunrise (1988),Action,3.09,306
"Peacemaker, The (1997)",Action,3.09,395
Night of the Comet (1984),Action,3.1,281
Twin Dragons (Shuang long hui) (1992),Action,3.11,66
"Program, The (1993)",Action,3.11,152
Blown Away (1994),Action,3.11,221
Single White Female (1992),Action,3.11,438
"Rocketeer, The (1991)",Action,3.11,736
Taffin (1988),Action,3.12,8
"Siege, The (1998)",Action,3.12,386
Eraser (1996),Action,3.12,460
Someone to Watch Over Me (1987),Action,3.13,141
Starship Troopers (1997),Action,3.13,1163
"Replacement Killers, The (1998)",Action,3.14,319
Romeo Must Die (2000),Action,3.14,331
Lethal Weapon 4 (1998),Action,3.14,669
Natural Born Killers (1994),Action,3.14,700
Star Trek: The Motion Picture (1979),Action,3.14,792
Hackers (1995),Action,3.15,321
"Arrival, The (1996)",Action,3.15,417
"Jewel of the Nile, The (1985)",Action,3.16,673
"13th Warrior, The (1999)",Action,3.16,750
Superman II (1980),Action,3.16,846
From Dusk Till Dawn (1996),Action,3.16,914
U.S. Marshalls (1998),Action,3.17,448
Mad Max Beyond Thunderdome (1985),Action,3.17,722
Deep Impact (1998),Action,3.17,895
Twister (1996),Action,3.17,1110
Tarzan the Fearless (1933),Action,3.18,17
Rising Sun (1993),Action,3.18,382
Rocky II (1979),Action,3.18,445
Moonraker (1979),Action,3.19,652
Armageddon (1998),Action,3.19,1110
Licence to Kill (1989),Action,3.2,385
"Saint, The (1997)",Action,3.2,563
"Running Man, The (1987)",Action,3.2,730
Double Jeopardy (1999),Action,3.2,786
Mission: Impossible 2 (2000),Action,3.2,1313
Wanted: Dead or Alive (1987),Action,3.22,32
Bloodsport (1988),Action,3.23,222
Dragonheart (1996),Action,3.23,612
In Too Deep (1999),Action,3.24,46
Shaft (2000),Action,3.24,421
"Three Musketeers, The (1993)",Action,3.24,529
"Big Trees, The (1952)",Action,3.25,4
"River Wild, The (1994)",Action,3.25,350
Lethal Weapon 3 (1992),Action,3.25,802
eXistenZ (1999),Action,3.26,410
Sinbad and the Eye of the Tiger (1977),Action,3.27,106
Mr. Nice Guy (1997),Action,3.27,172
Nighthawks (1981),Action,3.27,190
"View to a Kill, A (1985)",Action,3.27,325
Under Siege (1992),Action,3.27,461
Outbreak (1995),Action,3.27,733
Con Air (1997),Action,3.27,954
"Hunted, The (1995)",Action,3.28,18
Smilla's Sense of Snow (1997),Action,3.28,265
Red Dawn (1984),Action,3.28,475
52 Pick-Up (1986),Action,3.3,140
"Presidio, The (1988)",Action,3.3,251
Bad Boys (1995),Action,3.3,362
Pitch Black (2000),Action,3.3,542
Strange Days (1995),Action,3.3,605
Heaven & Earth (1993),Action,3.31,105
Jackie Chan's First Strike (1996),Action,3.31,297
Godzilla (Gojira) (1954),Action,3.32,301
"Mummy, The (1999)",Action,3.32,1007
"Ghost and the Darkness, The (1996)",Action,3.33,451
Death Wish (1974),Action,3.34,220
"Godfather: Part III, The (1990)",Action,3.34,774
Force 10 from Navarone (1978),Action,3.35,199
Heartbreak Ridge (1986),Action,3.35,300
Executive Decision (1996),Action,3.35,416
Star Trek: Insurrection (1998),Action,3.35,807
Star Trek III: The Search for Spock (1984),Action,3.35,927
"Perfect Storm, The (2000)",Action,3.35,1013
Tron (1982),Action,3.36,970
Six-String Samurai (1998),Action,3.37,71
Thunderbolt and Lightfoot (1974),Action,3.38,190
"Transformers: The Movie, The (1986)",Action,3.38,231
Running Scared (1986),Action,3.38,259
Space Cowboys (2000),Action,3.38,478
"World Is Not Enough, The (1999)",Action,3.38,862
Star Trek: Generations (1994),Action,3.38,990
King of New York (1990),Action,3.39,180
Young Sherlock Holmes (1985),Action,3.39,379
Fallen (1998),Action,3.39,388
"Golden Voyage of Sinbad, The (1974)",Action,3.4,151
"Thin Red Line, The (1998)",Action,3.4,803
Face/Off (1997),Action,3.4,1421
Shaft (1971),Action,3.41,222
Big Trouble in Little China (1986),Action,3.41,584
Conspiracy Theory (1997),Action,3.41,811
Star Trek VI: The Undiscovered Country (1991),Action,3.41,1001
Star Wars: Episode I - The Phantom Menace (1999),Action,3.41,2250
Flying Tigers (1942),Action,3.42,101
Runaway Train (1985),Action,3.42,201
Breakdown (1997),Action,3.42,354
Young Guns (1988),Action,3.42,562
Conan the Barbarian (1982),Action,3.42,572
Westworld (1973),Action,3.42,636
Palookaville (1996),Action,3.43,35
Mission: Impossible (1996),Action,3.43,1527
"Fighting Seabees, The (1944)",Action,3.44,101
Rumble in the Bronx (1995),Action,3.44,570
Tomorrow Never Dies (1997),Action,3.44,862
Backdraft (1991),Action,3.44,869
Titanic (1953),Action,3.45,219
Falling Down (1993),Action,3.45,524
"Poseidon Adventure, The (1972)",Action,3.45,622
"Crow, The (1994)",Action,3.45,734
Robocop (1987),Action,3.45,1229
Operation Condor 2 (Longxiong hudi) (1990),Action,3.46,72
Operation Condor (Feiying gaiwak) (1990),Action,3.46,164
On Her Majesty's Secret Service (1969),Action,3.46,353
Desperado (1995),Action,3.46,540
Escape from New York (1981),Action,3.46,884
Minnie and Moskowitz (1971),Action,3.47,15
Logan's Run (1976),Action,3.47,626
"Long Kiss Goodnight, The (1996)",Action,3.48,434
Blade (1998),Action,3.48,809
Stargate (1994),Action,3.49,1116
Zero Kelvin (Kjærlighetens kjøtere) (1995),Action,3.5,2
For Your Eyes Only (1981),Action,3.5,425
Willow (1988),Action,3.5,802
"Emerald Forest, The (1985)",Action,3.51,142
Supercop (1992),Action,3.51,273
Buffalo 66 (1998),Action,3.51,354
Payback (1999),Action,3.51,773
Independence Day (ID4) (1996),Action,3.51,1730
"Perfect World, A (1993)",Action,3.52,308
Maverick (1994),Action,3.52,802
Ronin (1998),Action,3.53,806
Faster Pussycat! Kill! Kill! (1965),Action,3.54,59
GoldenEye (1995),Action,3.54,888
U-571 (2000),Action,3.54,908
Die Hard 2 (1990),Action,3.54,1135
Superman (1978),Action,3.54,1222
"Bridge at Remagen, The (1969)",Action,3.55,56
Heavy Metal (1981),Action,3.55,618
Lethal Weapon 2 (1989),Action,3.55,1011
