title,genres,user_count,rating_avg,user_age_avg
L.A. Confidential (1997),"Crime, Film-Noir, Mystery, Thriller",2288,4.22,30.65
L.A. Story (1991),"Comedy, Romance",825,3.71,29.71
Labyrinth (1986),"Adventure, Children's, Fantasy",554,3.64,25.65
"Lady Eve, The (1941)","Comedy, Romance",145,4.19,35.56
"Lady Vanishes, The (1938)","Comedy, Mystery, Romance, Thriller",199,4.19,36.28
Lady and the Tramp (1955),"Animation, Children's, Comedy, Musical, Romance",864,3.8,29.88
Lady of Burlesque (1943),"Comedy, Mystery",13,3.38,43.08
Ladybird Ladybird (1994),Drama,28,3.86,40.32
Ladyhawke (1985),"Adventure, Fantasy, Romance",542,3.67,30.23
Lake Placid (1999),"Horror, Thriller",421,2.5,26.68
Lamerica (1994),Drama,8,4.75,36.25
Land Before Time III: The Time of the Great Giving (1995),"Animation, Children's",48,2.21,25.52
"Land Girls, The (1998)","Drama, War",14,3.64,34.21
Land and Freedom (Tierra y libertad) (1995),War,13,4.0,36.62
Larger Than Life (1996),Comedy,47,2.51,25.19
Lassie (1994),"Adventure, Children's",29,2.66,24.24
Last Action Hero (1993),"Action, Comedy",500,2.51,27.25
Last Dance (1996),Drama,9,3.0,35.11
"Last Days of Disco, The (1998)",Drama,135,3.31,27.51
"Last Days, The (1998)",Documentary,27,4.0,35.48
"Last Detail, The (1973)","Comedy, Drama",172,3.85,38.34
"Last Emperor, The (1987)","Drama, War",636,3.98,32.22
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary,2,3.5,34.0
Last Man Standing (1996),"Action, Drama, Western",256,2.91,28.5
Last Night (1998),Thriller,51,3.73,29.61
"Last Picture Show, The (1971)",Drama,354,3.97,37.32
Last Resort (1994),Comedy,10,1.8,24.2
"Last September, The (1999)",Drama,10,3.9,41.9
Last Summer in the Hamptons (1995),"Comedy, Drama",21,3.1,37.95
"Last Supper, The (1995)","Drama, Thriller",121,3.6,25.6
"Last Temptation of Christ, The (1988)",Drama,254,3.53,29.51
"Last Time I Committed Suicide, The (1997)",Drama,9,3.44,26.44
"Last Time I Saw Paris, The (1954)",Drama,6,3.17,42.5
"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Drama,1,3.0,50.0
"Last of the Mohicans, The (1992)","Action, Romance, War",975,3.81,30.69
"Late August, Early September (Fin août, début septembre) (1998)",Drama,7,2.71,25.43
Late Bloomers (1996),Comedy,4,2.75,26.5
Laura (1944),"Crime, Film-Noir, Mystery",292,4.2,37.09
Lawn Dogs (1997),Drama,26,3.42,27.92
Lawnmower Man 2: Beyond Cyberspace (1996),"Sci-Fi, Thriller",97,1.67,26.49
"Lawnmower Man, The (1992)","Action, Sci-Fi, Thriller",615,2.66,28.15
Lawrence of Arabia (1962),"Adventure, War",831,4.4,34.77
"Lay of the Land, The (1997)","Comedy, Drama",1,2.0,18.0
"Leading Man, The (1996)",Romance,10,3.4,31.1
"League of Their Own, A (1992)","Comedy, Drama",1099,3.68,29.09
Leather Jacket Love Story (1997),"Drama, Romance",2,4.0,30.0
Leatherface: Texas Chainsaw Massacre III (1990),Horror,62,2.1,29.24
Leave It to Beaver (1997),Comedy,43,2.12,25.63
Leaving Las Vegas (1995),"Drama, Romance",980,3.65,30.31
Legal Deceit (1997),Thriller,1,2.0,35.0
Legend (1985),"Adventure, Fantasy, Romance",355,3.27,26.97
"Legend of 1900, The (Leggenda del pianista sull'oceano) (1998)",Drama,20,2.95,29.4
Legends of the Fall (1994),"Drama, Romance, War, Western",705,3.43,30.61
Let's Get Harry (1986),"Action, Adventure",38,2.71,35.13
Let's Talk About Sex (1998),Drama,8,1.88,26.25
Lethal Weapon (1987),"Action, Comedy, Crime, Drama",1627,3.89,29.52
Lethal Weapon 2 (1989),"Action, Comedy, Crime, Drama",1011,3.55,29.08
Lethal Weapon 3 (1992),"Action, Comedy, Crime, Drama",802,3.25,28.75
Lethal Weapon 4 (1998),"Action, Comedy, Crime, Drama",669,3.14,27.75
Liar Liar (1997),Comedy,666,3.5,26.62
Liberty Heights (1999),Drama,155,3.65,33.17
Licence to Kill (1989),Action,385,3.2,27.86
Life (1999),Comedy,102,2.96,25.53
Life Is Beautiful (La Vita è bella) (1997),"Comedy, Drama",1152,4.33,29.15
"Life Less Ordinary, A (1997)","Romance, Thriller",116,3.17,24.4
"Life and Times of Hank Greenberg, The (1998)",Documentary,54,3.7,32.04
"Life of Émile Zola, The (1937)",Drama,21,3.38,35.81
Life with Mikey (1993),Comedy,64,2.81,24.25
Lifeboat (1944),"Drama, Thriller, War",213,3.94,35.66
Lifeforce (1985),"Horror, Sci-Fi",183,2.95,32.11
Light It Up (1999),Drama,16,3.12,21.44
Light Years (1988),Sci-Fi,2,2.0,21.5
Light of Day (1987),Drama,31,2.68,29.68
Lightning Jack (1994),"Comedy, Western",62,2.61,27.24
Like Water for Chocolate (Como agua para chocolate) (1992),"Drama, Romance",772,3.93,32.74
Limbo (1999),Drama,88,4.06,32.83
Limelight (1952),Drama,30,3.67,39.73
"Limey, The (1999)","Action, Crime, Drama",474,3.68,29.94
"Line King: Al Hirschfeld, The (1996)",Documentary,16,3.75,38.75
"Lion King, The (1994)","Animation, Children's, Musical",1121,3.86,26.87
Little Big League (1994),"Children's, Comedy",100,2.93,23.12
Little Big Man (1970),"Comedy, Drama, Western",591,4.04,38.14
Little Boy Blue (1997),Drama,7,2.43,32.86
Little Buddha (1993),Drama,71,3.17,32.58
Little City (1998),"Comedy, Romance",8,2.5,35.62
"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,1,1.0,25.0
Little Lord Fauntleroy (1936),Drama,23,3.48,34.7
Little Men (1998),Drama,4,2.5,13.75
"Little Mermaid, The (1989)","Animation, Children's, Comedy, Musical, Romance",1035,3.76,26.69
Little Nemo: Adventures in Slumberland (1992),"Animation, Children's",22,3.05,22.82
Little Odessa (1994),Drama,54,3.37,31.22
"Little Princess, A (1995)","Children's, Drama",172,3.87,27.72
"Little Princess, The (1939)","Children's, Drama",77,3.68,27.19
"Little Rascals, The (1994)","Children's, Comedy",107,2.82,22.01
Little Shop of Horrors (1986),"Comedy, Horror, Musical",936,3.33,29.21
"Little Shop of Horrors, The (1960)","Comedy, Horror",356,3.31,31.58
Little Voice (1998),Comedy,330,3.69,33.51
Little Women (1994),Drama,285,3.65,29.53
Live Flesh (1997),Drama,29,3.86,31.79
Live Nude Girls (1995),Comedy,54,3.2,28.93
Live Virgin (1999),Comedy,1,2.0,25.0
Live and Let Die (1973),Action,422,3.59,31.86
"Living Dead Girl, The (La Morte Vivante) (1982)",Horror,2,2.5,35.0
Living Out Loud (1998),"Comedy, Romance",179,3.22,32.16
Living in Oblivion (1995),Comedy,205,3.92,28.76
Loaded (1994),"Drama, Thriller",9,2.67,25.33
Loaded Weapon 1 (1993),"Action, Comedy",264,2.76,24.58
Local Hero (1983),Comedy,351,4.0,36.87
"Lock, Stock & Two Smoking Barrels (1998)","Comedy, Crime, Thriller",625,3.9,25.84
"Lodger, The (1926)",Thriller,21,3.52,36.14
Logan's Run (1976),"Action, Adventure, Sci-Fi",626,3.47,32.68
Lolita (1962),Drama,201,3.87,31.45
Lolita (1997),"Drama, Romance",221,3.34,29.0
Lone Star (1996),"Drama, Mystery",630,4.08,32.06
Lonely Are the Brave (1962),"Drama, Western",50,4.0,44.6
"Long Goodbye, The (1973)",Crime,82,3.87,37.43
"Long Kiss Goodnight, The (1996)","Action, Thriller",434,3.48,27.54
"Long Walk Home, The (1990)",Drama,85,3.74,35.13
"Longest Day, The (1962)","Action, Drama, War",352,3.97,36.93
Looking for Richard (1996),"Documentary, Drama",146,3.82,30.47
Lord of Illusions (1995),Horror,139,2.73,25.46
Lord of the Flies (1963),"Adventure, Drama, Thriller",353,3.67,32.78
"Lord of the Rings, The (1978)","Adventure, Animation, Children's, Sci-Fi",438,3.33,28.04
"Lords of Flatbush, The (1974)",Comedy,85,2.86,35.52
Loser (1991),Comedy,3,2.0,12.33
Loser (2000),"Comedy, Romance",138,2.46,23.22
Losing Chase (1996),Drama,11,3.64,32.36
Losing Isaiah (1995),Drama,63,3.14,30.05
"Loss of Sexual Innocence, The (1999)",Drama,26,2.69,30.54
Lost & Found (1999),"Comedy, Romance",64,2.61,21.91
Lost Highway (1997),Mystery,145,3.35,26.11
Lost Horizon (1937),Drama,97,3.79,37.77
"Lost Weekend, The (1945)",Drama,122,3.91,38.03
"Lost World: Jurassic Park, The (1997)","Action, Adventure, Sci-Fi, Thriller",1255,3.04,28.54
Lost in Space (1998),"Action, Sci-Fi, Thriller",667,2.58,27.62
Lotto Land (1995),Drama,1,1.0,25.0
Love & Human Remains (1993),Comedy,19,3.47,29.63
Love & Sex (2000),"Comedy, Romance",26,3.12,25.38
Love Affair (1994),"Drama, Romance",79,3.04,29.37
"Love Bewitched, A (El Amor Brujo) (1986)",Musical,5,2.4,30.0
"Love Bug, The (1969)","Children's, Comedy",242,3.27,29.98
Love Is a Many-Splendored Thing (1955),Romance,50,3.26,41.24
Love Is the Devil (1998),Drama,7,3.57,26.86
Love Jones (1997),Romance,27,3.44,26.85
"Love Letter, The (1999)","Comedy, Romance",144,2.75,30.2
Love Serenade (1996),Comedy,28,3.21,27.71
Love Stinks (1999),Comedy,20,2.55,23.4
Love Walked In (1998),"Drama, Thriller",1,2.0,18.0
Love and Basketball (2000),"Drama, Romance",119,3.45,28.87
Love and Death (1975),Comedy,219,4.02,34.89
Love and Death on Long Island (1997),"Comedy, Drama",151,3.43,29.95
Love and Other Catastrophes (1996),Romance,17,3.29,30.41
Love and a .45 (1994),Thriller,30,3.0,28.83
Love in the Afternoon (1957),"Comedy, Romance",44,3.75,38.82
Love! Valour! Compassion! (1997),"Drama, Romance",103,3.49,31.47
Love's Labour's Lost (2000),"Comedy, Romance",45,3.02,30.27
"Love, etc. (1996)",Drama,3,2.0,26.0
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)","Drama, Romance",48,3.85,33.88
"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)","Drama, Romance",41,3.07,31.8
"Loves of Carmen, The (1948)",Drama,1,1.0,35.0
"Low Down Dirty Shame, A (1994)","Action, Comedy",102,2.75,27.53
"Low Life, The (1994)",Drama,1,1.0,25.0
Lucas (1986),Drama,155,3.63,25.84
Lucie Aubrac (1997),"Romance, War",6,3.67,33.0
Lulu on the Bridge (1998),"Drama, Mystery, Romance",22,2.68,33.77
Lured (1947),Crime,1,5.0,56.0
M (1931),"Crime, Film-Noir, Thriller",308,4.3,32.96
M*A*S*H (1970),"Comedy, War",1099,4.12,33.47
M. Butterfly (1993),Drama,39,3.38,31.08
MacKenna's Gold (1969),Western,58,3.26,42.79
Macao (1952),Adventure,2,3.0,53.0
"Machine, The (1994)","Comedy, Horror",5,1.8,26.2
Mad City (1997),"Action, Drama",113,2.78,27.01
Mad Dog Time (1996),Crime,13,2.15,30.23
Mad Love (1995),"Drama, Romance",48,2.21,23.9
Mad Max (1979),"Action, Sci-Fi",1066,3.66,31.28
Mad Max 2 (a.k.a. The Road Warrior) (1981),"Action, Sci-Fi",1034,3.67,30.71
Mad Max Beyond Thunderdome (1985),"Action, Sci-Fi",722,3.17,30.36
Madame Butterfly (1995),Musical,18,3.44,36.11
Madame Sousatzka (1988),Drama,59,3.22,37.05
Made in America (1993),Comedy,97,2.47,27.85
Madeline (1998),"Children's, Comedy",116,3.17,28.42
"Madness of King George, The (1994)",Drama,383,3.73,33.42
Madonna: Truth or Dare (1991),Documentary,209,3.06,28.68
Mafia! (1998),"Comedy, Crime",129,2.45,24.27
Magnolia (1999),Drama,1113,3.89,28.12
Magnum Force (1973),Western,210,3.69,36.39
Major League: Back to the Minors (1998),Comedy,142,2.22,27.18
Major Payne (1994),Comedy,140,2.73,24.3
Make Mine Music (1946),"Animation, Children's, Musical",20,3.25,26.95
Make Them Die Slowly (Cannibal Ferox) (1980),Horror,1,3.0,25.0
Malcolm X (1992),Drama,475,3.9,29.3
Male and Female (1919),"Adventure, Drama",3,2.67,34.33
Malice (1993),Thriller,185,3.32,29.65
Mallrats (1995),Comedy,451,3.55,22.43
"Maltese Falcon, The (1941)","Film-Noir, Mystery",1043,4.4,34.7
Mamma Roma (1962),Drama,2,4.5,25.0
Man Bites Dog (C'est arrivé près de chez vous) (1992),"Action, Comedy, Crime, Drama",154,3.66,25.79
Man Facing Southeast (Hombre Mirando al Sudeste) (1986),Drama,31,3.74,32.23
"Man Who Knew Too Little, The (1997)","Comedy, Mystery",252,3.15,27.84
"Man Who Knew Too Much, The (1934)",Thriller,128,3.84,32.73
"Man Who Knew Too Much, The (1956)",Thriller,179,3.93,32.55
"Man Who Would Be King, The (1975)",Adventure,310,4.13,37.06
"Man Without a Face, The (1993)",Drama,212,3.32,28.22
"Man and a Woman, A (Un Homme et une Femme) (1966)","Drama, Romance",91,3.91,44.0
"Man for All Seasons, A (1966)",Drama,219,4.23,39.42
"Man from Down Under, The (1943)",Drama,4,2.75,49.25
"Man from Laramie, The (1955)",Western,33,3.79,43.58
"Man in the Iron Mask, The (1998)","Action, Drama, Romance",391,3.04,28.87
"Man of No Importance, A (1994)",Drama,10,3.4,35.6
Man of the Century (1999),Comedy,4,4.0,28.25
Man of the House (1995),Comedy,24,2.38,15.62
Man of the Year (1995),Documentary,13,3.0,33.69
Man on the Moon (1999),"Comedy, Drama",874,3.49,26.48
"Man with Two Brains, The (1983)",Comedy,312,3.23,29.55
"Man with the Golden Arm, The (1955)",Drama,90,3.76,41.98
"Man with the Golden Gun, The (1974)",Action,461,3.63,31.06
"Manchurian Candidate, The (1962)","Film-Noir, Thriller",765,4.33,34.59
Manhattan (1979),"Comedy, Drama, Romance",718,4.08,34.54
Manhattan Murder Mystery (1993),"Comedy, Mystery",335,3.72,32.94
Manny & Lo (1996),Drama,31,3.65,32.74
Manon of the Spring (Manon des sources) (1986),Drama,220,4.26,33.87
Mansfield Park (1999),Drama,145,3.88,31.7
"Map of the World, A (1999)",Drama,51,3.45,32.92
Marathon Man (1976),Thriller,400,3.93,34.64
"Marcello Mastroianni: I Remember Yes, I Remember (1997)",Documentary,13,3.77,34.62
March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),Comedy,81,3.58,35.28
Margaret's Museum (1995),Drama,11,3.09,30.73
"Mariachi, El (1992)","Action, Thriller",483,3.69,28.61
Marie Baie Des Anges (1997),Drama,2,1.5,21.5
"Mark of Zorro, The (1940)",Adventure,105,3.7,35.76
Marked for Death (1990),"Action, Drama",127,2.78,28.92
Marlene Dietrich: Shadow and Light (1996),Documentary,12,3.25,37.42
Marnie (1964),Thriller,118,3.57,35.42
Married to the Mob (1988),Comedy,365,3.09,32.33
Mars Attacks! (1996),"Action, Comedy, Sci-Fi, War",1074,2.9,27.9
Marty (1955),"Drama, Romance",205,3.98,38.33
Marvin's Room (1996),Drama,104,3.2,27.58
Mary Poppins (1964),"Children's, Comedy, Musical",1011,3.89,30.3
Mary Reilly (1996),"Drama, Thriller",88,2.34,29.01
Mary Shelley's Frankenstein (1994),"Drama, Horror",244,2.9,27.64
Mascara (1999),Drama,1,3.0,35.0
"Mask of Zorro, The (1998)","Action, Adventure, Romance",983,3.56,28.67
"Mask, The (1994)","Comedy, Crime, Fantasy",1179,3.28,27.31
"Masque of the Red Death, The (1964)",Horror,63,3.21,34.65
Mass Appeal (1984),Drama,23,3.3,36.61
Master Ninja I (1984),Action,2,3.0,37.5
"Match, The (1999)","Comedy, Romance",2,3.0,26.5
"MatchMaker, The (1997)","Comedy, Romance",109,3.02,25.64
Matewan (1987),Drama,177,4.14,34.89
Matilda (1996),"Children's, Comedy",218,3.48,25.67
"Mating Habits of the Earthbound Human, The (1998)",Comedy,17,3.29,23.94
"Matrix, The (1999)","Action, Sci-Fi, Thriller",2590,4.32,28.0
Maurice (1987),"Drama, Romance",101,3.85,33.87
Maverick (1994),"Action, Comedy, Western",802,3.52,29.82
Max Dugan Returns (1983),Comedy,96,3.05,32.98
Maximum Overdrive (1986),Horror,147,2.27,26.44
Maximum Risk (1996),"Action, Adventure, Thriller",54,2.57,28.67
Maya Lin: A Strong Clear Vision (1994),Documentary,59,4.1,33.0
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,10,3.6,29.4
McCabe & Mrs. Miller (1971),"Drama, Western",208,3.7,41.13
"McCullochs, The (1975)",Drama,1,1.0,18.0
McHale's Navy (1997),"Comedy, War",156,2.17,29.38
Me Myself I (2000),Comedy,192,3.19,27.97
"Me, Myself and Irene (2000)",Comedy,560,3.0,24.95
Meatballs (1979),Comedy,315,3.31,30.43
Meatballs 4 (1992),Comedy,40,1.72,26.15
Meatballs III (1987),Comedy,65,1.55,27.34
Meatballs Part II (1984),Comedy,73,1.7,28.08
Medicine Man (1992),"Adventure, Romance",263,3.05,28.62
Mediterraneo (1991),"Comedy, War",91,3.8,32.78
Meet Joe Black (1998),Romance,344,3.25,29.67
Meet John Doe (1941),Drama,82,3.91,37.24
Meet Me in St. Louis (1944),Musical,189,3.79,34.75
Meet Wally Sparks (1997),Comedy,46,2.35,28.0
Meet the Deedles (1998),"Children's, Comedy",21,2.05,24.52
Meet the Parents (2000),Comedy,862,3.64,27.74
Melody Time (1948),"Animation, Children's, Musical",24,3.33,28.42
Melvin and Howard (1980),Drama,108,3.64,40.26
Men Don't Leave (1990),Drama,62,3.15,31.65
Men With Guns (1997),"Action, Drama",91,3.96,31.11
Men in Black (1997),"Action, Adventure, Comedy, Sci-Fi",2538,3.74,28.94
Menace II Society (1993),"Action, Crime, Drama",298,3.61,25.43
Mephisto (1981),"Drama, War",81,3.74,36.86
Mercury Rising (1998),"Action, Drama, Thriller",264,3.0,28.77
"Merry War, A (1997)",Comedy,10,2.8,29.9
Message in a Bottle (1999),Romance,170,2.84,31.8
Message to Love: The Isle of Wight Festival (1996),Documentary,7,4.0,31.71
"Messenger: The Story of Joan of Arc, The (1999)","Drama, War",341,3.02,27.83
Meteor (1979),Sci-Fi,131,2.37,34.66
Metisse (Café au Lait) (1993),Comedy,2,3.0,37.5
Metro (1997),Action,100,2.77,24.75
Metroland (1997),"Comedy, Drama",28,3.29,30.11
Metropolis (1926),Sci-Fi,388,4.08,31.45
Metropolitan (1990),Comedy,198,3.65,29.21
Miami Rhapsody (1995),Comedy,40,2.75,30.0
Michael (1996),"Comedy, Romance",392,3.05,30.64
Michael Collins (1996),"Drama, War",170,3.52,32.51
Mickey Blue Eyes (1999),"Comedy, Romance",448,2.87,29.0
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,94,4.1,30.36
"Midaq Alley (Callejón de los milagros, El) (1995)",Drama,5,4.0,27.0
Midnight Cowboy (1969),Drama,663,4.11,34.8
Midnight Express (1978),Drama,295,4.01,34.55
Midnight Run (1988),"Action, Adventure, Comedy, Crime",765,3.86,31.22
Midnight in the Garden of Good and Evil (1997),"Comedy, Crime, Drama, Mystery",628,3.25,31.19
"Midsummer Night's Dream, A (1999)","Comedy, Fantasy",415,3.35,28.54
Mifune (Mifunes sidste sang) (1999),"Comedy, Romance",45,3.51,32.09
Mighty Aphrodite (1995),Comedy,431,3.64,29.57
"Mighty Ducks, The (1992)","Children's, Comedy",361,2.89,25.71
Mighty Joe Young (1949),"Adventure, Children's, Drama",144,3.11,33.95
Mighty Joe Young (1998),"Adventure, Children's, Drama",180,2.83,28.88
Mighty Morphin Power Rangers: The Movie (1995),"Action, Children's",93,1.61,22.8
Mighty Peking Man (Hsing hsing wang) (1977),"Adventure, Sci-Fi",6,2.83,26.67
"Mighty, The (1998)",Drama,134,3.8,28.15
Mike's Murder (1984),Mystery,28,2.68,37.04
Mildred Pierce (1945),Drama,136,4.09,36.71
Milk Money (1994),"Comedy, Romance",228,2.69,28.94
Miller's Crossing (1990),Drama,358,4.01,30.84
Mimic (1997),"Sci-Fi, Thriller",348,2.93,28.01
Mina Tannenbaum (1994),Drama,19,2.95,30.95
Minnie and Moskowitz (1971),Action,15,3.47,33.07
"Minus Man, The (1999)","Drama, Mystery",83,3.18,27.77
Miracle on 34th Street (1947),Drama,380,3.96,32.47
Miracle on 34th Street (1994),Drama,170,3.18,28.78
Mirage (1995),"Action, Thriller",2,3.0,37.0
"Mirror Has Two Faces, The (1996)","Comedy, Romance",188,3.09,31.64
"Mirror, The (Zerkalo) (1975)",Drama,23,3.83,29.3
Misery (1990),Horror,884,3.83,28.15
Miss Julie (1999),Drama,11,2.73,32.55
Missing in Action (1984),"Action, War",191,2.54,32.03
Missing in Action 2: The Beginning (1985),"Action, War",104,2.09,32.25
Mission to Mars (2000),Sci-Fi,793,2.6,28.05
"Mission, The (1986)",Drama,229,3.9,32.39
Mission: Impossible (1996),"Action, Adventure, Mystery",1527,3.43,28.85
Mission: Impossible 2 (2000),"Action, Thriller",1313,3.2,27.2
Mister Roberts (1955),"Comedy, Drama, War",421,4.15,39.32
"Misérables, Les (1995)","Drama, Musical",224,3.82,30.72
"Misérables, Les (1998)",Drama,259,3.76,30.0
Mixed Nuts (1994),Comedy,80,2.54,24.04
Mo' Better Blues (1990),Drama,79,3.29,30.42
"Mod Squad, The (1999)","Action, Crime",214,2.11,24.77
"Modern Affair, A (1995)",Romance,3,3.0,33.0
Modern Times (1936),Comedy,305,4.24,34.02
Modulations (1998),Documentary,2,4.0,31.5
"Mole People, The (1956)",Sci-Fi,58,2.62,36.41
Moll Flanders (1996),Drama,89,3.47,31.96
Molly (1999),"Comedy, Drama",11,2.18,34.91
Mommie Dearest (1981),Drama,163,3.2,30.41
Mona Lisa (1986),"Comedy, Thriller",167,3.61,36.71
"Money Pit, The (1986)",Comedy,418,2.89,29.02
Money Talks (1997),"Action, Comedy",65,2.75,23.03
Money Train (1995),Action,160,2.54,26.64
Monkey Shines (1988),"Horror, Sci-Fi",161,2.68,26.5
Monsieur Verdoux (1947),Comedy,40,3.6,38.15
"Monster, The (Il Mostro) (1994)",Comedy,35,3.71,28.46
Montana (1998),"Action, Comedy, Crime, Drama",5,3.0,36.8
"Month by the Lake, A (1995)","Comedy, Drama",32,3.16,34.59
Monty Python and the Holy Grail (1974),Comedy,1599,4.34,29.01
Monty Python's Life of Brian (1979),Comedy,926,4.02,29.36
Monument Ave. (1998),Crime,11,3.45,33.27
Moonlight Murder (1936),Mystery,2,2.0,18.0
Moonlight and Valentino (1995),"Drama, Romance",49,3.14,27.39
Moonraker (1979),"Action, Romance, Sci-Fi",652,3.19,30.71
Moonstruck (1987),Comedy,982,3.79,33.36
"Morning After, The (1986)","Drama, Mystery",87,3.22,32.99
Mortal Kombat (1995),"Action, Adventure",311,2.79,24.19
Mortal Kombat: Annihilation (1997),"Action, Adventure",134,2.18,23.53
Mortal Thoughts (1991),"Mystery, Thriller",74,2.95,31.0
"Mosquito Coast, The (1986)",Drama,466,3.36,31.89
Mother (1996),Comedy,168,3.6,29.65
Mother Night (1996),Drama,69,3.7,30.2
Mouse Hunt (1997),"Children's, Comedy",231,3.04,26.88
Mouth to Mouth (Boca a boca) (1995),Comedy,1,4.0,25.0
Mr. & Mrs. Smith (1941),Comedy,33,3.52,32.58
Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary,124,3.96,28.64
Mr. Holland's Opus (1995),Drama,541,3.7,29.81
Mr. Jealousy (1997),"Comedy, Romance",32,3.22,27.53
Mr. Jones (1993),"Drama, Romance",47,2.74,31.66
Mr. Magoo (1997),Comedy,64,1.88,30.77
Mr. Mom (1983),"Comedy, Drama",628,3.41,29.54
Mr. Nice Guy (1997),"Action, Comedy",172,3.27,25.62
Mr. Saturday Night (1992),"Comedy, Drama",177,2.71,30.32
Mr. Smith Goes to Washington (1939),Drama,383,4.24,33.81
Mr. Wonderful (1993),"Comedy, Romance",49,2.76,28.14
Mr. Wrong (1996),Comedy,60,1.82,24.02
"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)","Drama, Romance",265,3.88,35.06
Mrs. Dalloway (1997),Romance,58,3.72,32.72
Mrs. Doubtfire (1993),Comedy,838,3.42,28.24
Mrs. Miniver (1942),"Drama, War",82,3.88,38.26
Mrs. Parker and the Vicious Circle (1994),Drama,58,3.31,33.09
Mrs. Winterbourne (1996),"Comedy, Romance",121,3.1,31.6
Much Ado About Nothing (1993),"Comedy, Romance",667,4.0,28.57
Mulan (1998),"Animation, Children's",490,3.74,25.66
Mulholland Falls (1996),"Crime, Film-Noir, Thriller",275,3.09,33.13
Multiplicity (1996),Comedy,239,2.86,26.59
Mumford (1999),Comedy,277,3.55,29.18
"Mummy's Curse, The (1944)",Horror,31,3.03,37.03
"Mummy's Ghost, The (1944)",Horror,13,2.46,39.92
"Mummy's Hand, The (1940)",Horror,33,2.67,40.52
"Mummy's Tomb, The (1942)",Horror,36,2.83,40.19
"Mummy, The (1932)","Horror, Romance",162,3.54,32.38
"Mummy, The (1959)",Horror,93,3.25,34.82
"Mummy, The (1999)","Action, Adventure, Horror, Thriller",1007,3.32,27.03
"Muppet Christmas Carol, The (1992)","Children's, Musical",262,3.61,25.77
"Muppet Movie, The (1979)","Children's, Comedy",744,3.86,27.78
Muppet Treasure Island (1996),"Adventure, Children's, Comedy, Musical",256,3.15,27.04
Muppets From Space (1999),"Children's, Comedy",232,3.18,23.94
"Muppets Take Manhattan, The (1984)","Children's, Comedy",341,3.5,25.85
Murder at 1600 (1997),"Mystery, Thriller",281,3.02,31.16
Murder in the First (1995),"Drama, Thriller",212,3.57,27.31
Murder! (1930),"Mystery, Thriller",10,3.4,35.8
"Murder, My Sweet (1944)","Film-Noir, Thriller",110,3.93,39.61
Muriel's Wedding (1994),"Comedy, Romance",518,3.68,30.39
Murphy's Romance (1985),"Comedy, Romance",269,3.55,36.55
"Muse, The (1999)","Comedy, Drama",157,2.96,30.59
Music From Another Room (1998),"Drama, Romance",26,3.0,29.77
Music of the Heart (1999),Drama,133,3.43,32.68
Mute Witness (1994),Thriller,29,3.48,28.17
Mutiny on the Bounty (1935),Adventure,225,4.03,36.84
Mutters Courage (1995),Comedy,1,1.0,56.0
My Best Fiend (Mein liebster Feind) (1999),Documentary,35,3.91,28.31
My Best Friend's Wedding (1997),"Comedy, Romance",820,3.43,29.19
My Blue Heaven (1990),Comedy,239,3.19,26.62
My Bodyguard (1980),Drama,238,3.51,31.77
My Boyfriend's Back (1993),Comedy,37,2.22,21.46
My Chauffeur (1986),Comedy,66,2.94,30.21
My Cousin Vinny (1992),Comedy,1086,3.78,29.59
My Crazy Life (Mi vida loca) (1993),Drama,55,3.53,29.75
My Dog Skip (1999),Comedy,300,3.64,30.49
My Fair Lady (1964),"Musical, Romance",636,4.15,33.41
My Family (1995),Drama,46,3.72,33.59
My Favorite Martian (1999),"Comedy, Sci-Fi",123,2.33,29.7
My Favorite Season (1993),Drama,42,3.71,39.98
My Favorite Year (1982),Comedy,302,3.89,37.27
My Fellow Americans (1996),Comedy,121,3.2,29.44
My Giant (1998),Comedy,69,2.26,28.43
My Left Foot (1989),Drama,453,3.96,34.04
My Life (1993),Drama,88,3.51,26.18
My Life So Far (1999),Drama,32,3.56,37.56
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,10,2.6,33.8
My Life as a Dog (Mitt liv som hund) (1985),Drama,330,4.15,34.27
My Life in Pink (Ma vie en rose) (1997),"Comedy, Drama",201,3.83,29.96
My Man Godfrey (1936),Comedy,188,4.11,37.93
My Man Godfrey (1957),Comedy,93,3.96,39.16
My Name Is Joe (1998),"Drama, Romance",35,3.6,30.26
My Own Private Idaho (1991),Drama,236,3.35,28.59
My Science Project (1985),"Adventure, Sci-Fi",189,3.01,30.13
My Son the Fanatic (1998),"Comedy, Drama, Romance",48,3.73,31.46
My Tutor (1983),Drama,35,2.31,28.66
